field_175338_A,settingsModified,0,
field_175339_B,confirmMode,0,
field_175340_C,confirmDismissed,0,
field_175341_a,title,0,
field_175342_h,pageNames,0,
field_175343_i,parent,0,
field_175344_w,nextPage,0,
field_175345_v,previousPage,0,
field_175346_u,defaults,0,
field_175347_t,randomize,0,
field_175348_s,done,0,
field_175349_r,list,0,
field_175350_z,presets,0,
field_175351_y,cancel,0,
field_175352_x,confirm,0,
field_175353_i,textHeight,0,
field_175356_r,lockButton,0,
field_175357_i,difficultyButton,0,
field_175360_f,title,0,The title of the GUI.
field_175361_a,parentScreen,0,The parent GUI for this GUI
field_175372_K,realmsButton,0,Minecraft Realms button.
field_175374_h,RANDOM,0,
field_175376_w,playerInventory,0,The player inventory bound to this GUI.
field_175377_u,dispenserInventory,0,The inventory contained within the corresponding Dispenser.
field_175379_F,playerInventory,0,The player inventory currently bound to this GuiEnchantment instance.
field_175380_I,nameable,0,
field_175383_v,playerInventory,0,The player inventory bound to this GUI.
field_175384_v,playerInventory,0,The player inventory bound to this GUI.
field_175386_A,cachedComponents,0,
field_175387_B,cachedPage,0,
field_175389_t,trackOutput,0,
field_175390_s,outputBtn,0,
field_175401_bS,spectatingEntity,2,The entity the player is currently spectating through.
field_175429_f,DEFAULT_RIGHTLEG_ROTATION,2,
field_175431_d,DEFAULT_RIGHTARM_ROTATION,2,
field_175432_e,DEFAULT_LEFTLEG_ROTATION,2,
field_175433_b,DEFAULT_BODY_ROTATION,2,
field_175434_c,DEFAULT_LEFTARM_ROTATION,2,
field_175435_a,DEFAULT_HEAD_ROTATION,2,
field_175436_h,canInteract,2,
field_175437_i,punchCooldown,2,"After punching the stand, the cooldown before you can punch it again without breaking it."
field_175438_bj,leftArmRotation,2,
field_175439_bk,rightArmRotation,2,
field_175440_bl,leftLegRotation,2,
field_175441_bm,rightLegRotation,2,
field_175442_bg,disabledSlots,2,
field_175443_bh,headRotation,2,
field_175444_bi,bodyRotation,2,
field_175450_e,VISIBLE_MOB_SELECTOR,2,Entity selector for IMob types that are not invisible
field_175452_bi,wasOnGround,2,
field_175459_bn,angerTargetUUID,2,
field_175460_b,summonSilverfish,2,
field_175478_bn,targetedEntity,2,
field_175479_bo,clientSideAttackTime,2,
field_175480_bp,clientSideTouchedGround,2,
field_175481_bq,wander,2,
field_175482_b,clientSideTailAnimation,2,
field_175483_bk,clientSideTailAnimationSpeed,2,
field_175484_c,clientSideTailAnimationO,2,
field_175485_bl,clientSideSpikesAnimation,2,
field_175486_bm,clientSideSpikesAnimationO,2,
field_175494_bm,droppedSkulls,2,
field_175497_b,lifetime,2,
field_175498_c,playerSpawned,2,
field_175502_b,forcedAge,2,
field_175503_c,forcedAgeTimer,2,
field_175504_a,growingAge,2,
field_175506_bl,spawnableBlock,2,
field_175514_bm,DYE_TO_RGB,2,Map from EnumDyeColor to RGB values for passage to GlStateManager.color()
field_175535_bn,jumpDuration,2,
field_175537_bp,wasOnGround,2,
field_175538_bq,currentMoveTypeDuration,2,
field_175540_bm,jumpTicks,2,
field_175541_bs,carrotTicks,2,
field_175545_bm,avoidEntity,2,
field_175548_d,name,0,
field_175560_bz,villagerInventory,2,
field_175561_bA,DEFAULT_TRADE_LIST_MAP,2,"A multi-dimensional array mapping the various professions, careers and career levels that a Villager may offer"
field_175562_bw,careerLevel,2,This is the EntityVillager's career level value
field_175563_bv,careerId,2,
field_175564_by,areAdditionalTasksSet,2,
field_175565_bs,isWillingToMate,2,
field_175575_g,resultStats,2,
field_175588_P,resourcePackHash,2,
field_175589_i,futureTaskQueue,2,
field_175590_aa,serverThread,2,
field_175591_ab,currentTime,2,
field_175612_E,renderChunksMany,0,
field_175616_W,renderManager,0,
field_175617_aL,modelManager,0,
field_175618_aM,blockRenderDispatcher,0,The BlockRenderDispatcher instance that will be used based off gamesettings
field_175619_R,enableGLErrorChecking,0,
field_175620_Y,itemRenderer,0,
field_175621_X,renderItem,0,
field_175622_Z,renderViewEntity,0,
field_175728_M,worldBorder,2,
field_175729_l,entitiesById,2,
field_175730_i,tickableTileEntities,2,
field_175740_d,villageSiege,2,
field_175741_N,entitiesByUuid,2,
field_175742_R,entitySpawner,2,
field_175743_a,delegate,2,
field_175747_C,colorIndex,2,The numerical index that represents this color
field_175748_y,name,2,The name of this color/formatting
field_175774_a,LOGGER,2,
field_175785_a,SHORTCUTS,2,
field_175790_d,wasCreated,2,
field_175791_c,processed,2,
field_175800_f,spacing,2,
field_175801_g,separation,2,
field_175802_d,WATER_BIOMES,2,
field_175803_h,MONUMENT_ENEMIES,2,
field_175822_f,WATER,2,
field_175823_g,GRIDROOM_SOURCE_INDEX,2,
field_175824_d,DOT_DECO_DATA,2,
field_175825_e,SEA_LANTERN,2,
field_175826_b,BRICKS_PRISMARINE,2,
field_175827_c,DARK_PRISMARINE,2,
field_175828_a,ROUGH_PRISMARINE,2,
field_175829_j,GRIDROOM_RIGHTWING_CONNECT_INDEX,2,
field_175830_k,roomDefinition,2,
field_175831_h,GRIDROOM_TOP_CONNECT_INDEX,2,
field_175832_i,GRIDROOM_LEFTWING_CONNECT_INDEX,2,
field_175833_o,mainDesign,2,
field_175834_o,mainDesign,2,
field_175843_q,childPieces,2,
field_175844_p,coreRoom,2,
field_175845_o,sourceRoom,2,
field_175901_b,layerMaterial,2,
field_175902_a,version,2,
field_175907_a,tallGrassState,2,
field_175908_a,block,2,
field_175910_d,water,2,
field_175911_b,sandSlab,2,
field_175912_c,sandstone,2,
field_175913_a,IS_SAND,2,
field_175915_b,state,2,
field_175916_b,SPAWNERTYPES,2,
field_175918_a,LOGGER,2,
field_175919_c,predicate,2,
field_175920_a,oreBlock,2,
field_175943_g,trunkSize,2,
field_175944_d,branchSlope,2,
field_175945_e,scaleWidth,2,
field_175946_l,world,2,
field_175947_m,basePos,2,
field_175948_j,foliageCoords,2,
field_175949_k,rand,2,
field_175950_h,heightLimitLimit,2,
field_175962_f,scanIndex,2,
field_175963_d,claimed,2,
field_175964_e,isSource,2,
field_175965_b,connections,2,
field_175966_c,hasOpening,2,
field_175967_a,index,2,
field_175972_I,BARRIER,2,
field_175973_g,settings,2,
field_176076_D,GL_OPERAND2_RGB,0,
field_176077_E,GL_COMBINE_ALPHA,0,
field_176078_F,GL_SOURCE0_ALPHA,0,
field_176079_G,GL_SOURCE1_ALPHA,0,
field_176080_A,GL_SOURCE2_RGB,0,
field_176081_B,GL_OPERAND0_RGB,0,
field_176082_C,GL_OPERAND1_RGB,0,
field_176083_O,vboSupported,0,
field_176084_H,GL_SOURCE2_ALPHA,0,
field_176085_I,GL_OPERAND0_ALPHA,0,
field_176086_J,GL_OPERAND1_ALPHA,0,
field_176087_K,GL_OPERAND2_ALPHA,0,
field_176088_V,arbTextureEnvCombine,0,
field_176089_P,GL_ARRAY_BUFFER,0,
field_176090_Y,arbVbo,0,
field_176091_w,GL_PREVIOUS,0,
field_176092_v,GL_CONSTANT,0,
field_176093_u,GL_PRIMARY_COLOR,0,
field_176094_t,GL_INTERPOLATE,0,
field_176095_s,GL_COMBINE,0,
field_176096_r,GL_TEXTURE2,0,
field_176097_z,GL_SOURCE1_RGB,0,
field_176098_y,GL_SOURCE0_RGB,0,
field_176099_x,GL_COMBINE_RGB,0,
field_176103_f,minY,2,
field_176104_g,maxX,2,
field_176105_d,isDirty,2,
field_176106_e,minX,2,
field_176108_h,maxY,2,
field_176109_i,tick,2,
field_176114_d,rotation,2,
field_176115_b,x,2,
field_176116_c,y,2,
field_176146_D,borderSize,2,
field_176147_E,borderSizeLerpTime,2,
field_176148_F,borderSizeLerpTarget,2,
field_176149_G,borderSafeZone,2,
field_176150_A,difficultyLocked,2,
field_176151_B,borderCenterX,2,
field_176152_C,borderCenterZ,2,
field_176153_H,borderDamagePerBlock,2,
field_176154_I,borderWarningDistance,2,
field_176155_J,borderWarningTime,2,
field_176156_a,DEFAULT_DIFFICULTY,2,
field_176157_p,cleanWeatherTime,2,
field_176158_z,difficulty,2,
field_176165_d,entitySizeY,2,
field_176166_e,entitySizeZ,2,
field_176167_b,pointMap,2,
field_176168_c,entitySizeX,2,
field_176169_a,blockaccess,2,
field_176180_f,canEnterDoors,2,
field_176181_g,canBreakDoors,2,
field_176183_h,avoidsWater,2,
field_176184_i,canSwim,2,
field_176190_c,nodeProcessor,2,
field_176227_L,blockState,2,
field_176228_M,defaultBlockState,2,
field_176229_d,BLOCK_STATE_IDS,2,
field_176230_a,AIR_ID,2,ResourceLocation for the Air block
field_176236_b,CHECK_DECAY,2,
field_176237_a,DECAYABLE,2,
field_176239_P,VARIANT,2,
field_176240_P,VARIANT,2,
field_176241_b,NORTH,2,
field_176242_M,EAST,2,
field_176243_N,SOUTH,2,
field_176244_O,WEST,2,
field_176245_a,COLOR,2,
field_176246_a,EXPLODE,2,
field_176247_a,VARIANT,2,
field_176248_b,DEFAULT_META,2,
field_176249_a,VARIANT,2,
field_176250_M,MOSSY_META,2,
field_176251_N,CRACKED_META,2,
field_176252_O,CHISELED_META,2,
field_176254_b,NORTH,2,
field_176255_P,VARIANT,2,
field_176256_a,UP,2,
field_176257_M,EAST,2,
field_176258_N,SOUTH,2,
field_176259_O,WEST,2,
field_176263_b,POWERED,2,
field_176264_a,FACING,2,
field_176265_M,ATTACHED,2,
field_176273_b,NORTH,2,
field_176274_P,ALL_FACES,2,
field_176277_a,UP,2,
field_176278_M,EAST,2,
field_176279_N,SOUTH,2,
field_176280_O,WEST,2,
field_176283_b,OPEN,2,
field_176284_a,FACING,2,
field_176285_M,HALF,2,
field_176289_Q,SOUTH,2,
field_176291_P,EAST,2,
field_176292_R,WEST,2,
field_176293_a,POWERED,2,
field_176294_M,ATTACHED,2,
field_176295_N,DISARMED,2,
field_176296_O,NORTH,2,
field_176297_a,TYPE,2,
field_176298_M,AXIS,2,
field_176299_a,LOG_AXIS,2,
field_176300_b,VARIANT,2,
field_176301_b,VARIANT,2,
field_176308_b,HALF,2,
field_176309_a,FACING,2,
field_176310_M,SHAPE,2,
field_176313_a,WET,2,
field_176315_a,LAYERS,2,
field_176320_b,EXTENDED,2,
field_176325_b,TYPE,2,
field_176327_M,SHORT,2,
field_176330_a,COLOR,2,
field_176331_b,ROUGH_META,2,
field_176332_a,VARIANT,2,
field_176333_M,BRICKS_META,2,
field_176334_N,DARK_META,2,
field_176335_a,VARIANT,2,
field_176336_a,TYPE,2,
field_176347_b,EAST,2,
field_176348_a,NORTH,2,
field_176349_M,SOUTH,2,
field_176350_N,WEST,2,
field_176351_O,POWER,2,
field_176355_a,AGE,2,
field_176359_b,POWERED,2,
field_176360_a,FACING,2,
field_176367_b,LEVEL,2,
field_176378_a,VARIANT,2,
field_176379_b,smallBlock,2,
field_176380_a,VARIANT,2,
field_176382_a,FACING,2,
field_176383_a,VARIANT,2,
field_176384_a,SNOWY,2,
field_176385_b,SNOWY,2,
field_176386_a,VARIANT,2,
field_176387_N,FACING,2,
field_176393_b,snowmanPattern,2,
field_176394_a,snowmanBasePattern,2,
field_176395_M,golemBasePattern,2,
field_176396_O,golemPattern,2,
field_176410_b,DELAY,2,
field_176411_a,LOCKED,2,
field_176412_a,FACING,2,
field_176413_a,ROTATION,2,
field_176417_b,NODROP,2,
field_176418_a,FACING,2,
field_176419_M,IS_WITHER_SKELETON,2,
field_176420_N,witherBasePattern,2,
field_176421_O,witherPattern,2,
field_176425_b,TYPE,2,
field_176426_a,FACING,2,
field_176429_b,ENABLED,2,
field_176430_a,FACING,2,
field_176432_a,HAS_RECORD,2,
field_176434_a,INSTRUMENTS,2,
field_176435_b,inverted,2,
field_176436_a,POWER,2,
field_176437_a,FACING,2,
field_176440_b,TRIGGERED,2,
field_176441_a,FACING,2,
field_176443_b,CONTENTS,2,
field_176444_a,LEGACY_DATA,2,
field_176447_a,FACING,2,
field_176448_b,ROTATION,2,
field_176449_a,FACING,2,
field_176451_a,HAS_BOTTLE,2,
field_176459_a,FACING,2,
field_176463_b,MODE,2,
field_176464_a,POWERED,2,
field_176465_b,POWERED,2,
field_176466_a,OPEN,2,
field_176467_M,IN_WALL,2,
field_176471_b,OCCUPIED,2,
field_176472_a,PART,2,
field_176479_b,STAGE,2,
field_176480_a,TYPE,2,
field_176483_b,FACING,2,
field_176484_a,AGE,2,
field_176486_a,AGE,2,
field_176488_a,AGE,2,
field_176492_b,HALF,2,
field_176493_a,VARIANT,2,
field_176496_a,type,2,
field_176497_a,TYPE,2,
field_176498_a,SNOWY,2,
field_176501_a,AGE,2,
field_176504_a,VARIANT,2,
field_176505_b,DAMAGE,2,
field_176506_a,FACING,2,
field_176507_b,EYE,2,
field_176508_a,FACING,2,
field_176519_b,OPEN,2,
field_176520_a,FACING,2,
field_176521_M,HINGE,2,
field_176522_N,POWERED,2,
field_176523_O,HALF,2,
field_176525_b,EAST,2,Whether this fence connects in the eastern direction
field_176526_a,NORTH,2,Whether this fence connects in the northern direction
field_176527_M,SOUTH,2,Whether this fence connects in the southern direction
field_176528_N,WEST,2,Whether this fence connects in the western direction
field_176531_a,MOISTURE,2,
field_176539_Q,WEST,2,
field_176541_P,SOUTH,2,
field_176542_R,UPPER,2,
field_176543_a,AGE,2,
field_176545_N,NORTH,2,
field_176546_O,EAST,2,
field_176547_a,COLOR,2,
field_176550_a,AXIS,2,
field_176554_a,HALF,2,
field_176555_b,SEAMLESS,2,
field_176556_M,VARIANT,2,
field_176557_b,VARIANT,2,
field_176558_b,SEAMLESS,2,
field_176559_M,VARIANT,2,
field_176565_b,SHAPE,2,
field_176568_b,SHAPE,2,
field_176569_M,POWERED,2,
field_176573_b,SHAPE,2,
field_176574_M,POWERED,2,
field_176579_a,POWER,2,
field_176580_a,POWERED,2,
field_176581_a,COLOR,2,
field_176584_b,POWERED,2,
field_176587_a,AGE,2,
field_176589_a,BITES,2,
field_176591_a,LEVEL,2,
field_176596_a,FACING,2,
field_176599_b,ITEM,0,
field_176600_a,BLOCK,0,
field_176605_b,interpolatedFrameData,0,
field_176615_f,meta,2,
field_176616_g,name,2,
field_176618_e,META_LOOKUP,2,
field_176622_h,unlocalizedName,2,
field_176635_l,unlocalizedName,2,
field_176637_j,meta,2,
field_176638_k,name,2,
field_176640_i,META_LOOKUP,2,
field_176653_j,name,2,The EnumType's name.
field_176654_k,unlocalizedName,2,
field_176655_h,META_LOOKUP,2,Array of the Block's BlockStates
field_176656_i,meta,2,The BlockState's metadata.
field_176661_f,unlocalizedName,2,
field_176663_d,meta,2,
field_176664_e,name,2,
field_176666_c,META_LOOKUP,2,
field_176671_c,name,2,
field_176677_f,name,2,
field_176678_g,unlocalizedName,2,
field_176679_d,META_LOOKUP,2,
field_176680_e,metadata,2,
field_176690_f,mapColor,2,
field_176691_g,unlocalizedName,2,
field_176692_d,meta,2,
field_176693_e,name,2,
field_176695_c,META_LOOKUP,2,
field_176699_f,name,2,
field_176709_c,name,2,
field_176714_c,VARIANT,2,
field_176723_f,plane,2,
field_176725_d,NAME_LOOKUP,2,
field_176726_e,name,2,
field_176748_g,index,2,Ordering index for D-U-N-S-W-E
field_176754_o,HORIZONTALS,2,All Facings with horizontal axis in order S-W-N-E
field_176755_l,axisDirection,2,
field_176756_m,directionVec,2,Normalized Vector that points in the direction of this Facing
field_176757_j,name,2,
field_176758_k,axis,2,
field_176759_h,opposite,2,Index of the opposite Facing in the VALUES array
field_176760_i,horizontalIndex,2,Ordering index for the HORIZONTALS field (S-W-N-E)
field_176761_p,NAME_LOOKUP,2,
field_176784_w,mapColor,2,
field_176785_v,unlocalizedName,2,
field_176786_u,name,2,
field_176787_t,dyeDamage,2,
field_176788_s,meta,2,
field_176789_r,DYE_DMG_LOOKUP,2,
field_176790_q,META_LOOKUP,2,
field_176793_x,chatColor,2,
field_176797_f,META_LOOKUP,2,
field_176798_g,meta,2,
field_176805_h,serializedName,2,
field_176806_i,unlocalizedName,2,
field_176811_f,name,2,
field_176812_g,unlocalizedName,2,
field_176813_d,META_LOOKUP,2,
field_176814_e,meta,2,
field_176820_d,name,2,
field_176829_f,name,2,
field_176830_g,unlocalizedName,2,
field_176831_d,META_LOOKUP,2,
field_176832_e,meta,2,
field_176842_g,META_LOOKUP,2,
field_176848_j,unlocalizedName,2,
field_176850_h,meta,2,
field_176851_i,name,2,
field_176864_l,facing,2,
field_176866_j,meta,2,
field_176867_k,name,2,
field_176869_i,META_LOOKUP,2,
field_176874_e,name,2,
field_176885_g,META_LOOKUP,2,
field_176891_j,unlocalizedName,2,
field_176893_h,meta,2,
field_176894_i,name,2,
field_176905_n,META_LOOKUP,2,
field_176906_o,meta,2,
field_176914_p,name,2,
field_176919_d,name,2,
field_176921_b,META_LOOKUP,2,
field_176922_c,meta,2,
field_176928_f,name,2,
field_176929_g,unlocalizedName,2,
field_176930_d,METADATA_LOOKUP,2,
field_176931_e,metadata,2,
field_176941_g,META_LOOKUP,2,
field_176947_j,unlocalizedName,2,
field_176949_h,meta,2,
field_176950_i,name,2,
field_176976_n,name,2,
field_176977_o,unlocalizedName,2,
field_176978_l,blockType,2,
field_176979_m,meta,2,
field_176981_k,TYPES_FOR_BLOCK,2,
field_176988_c,name,2,
field_177006_w,name,2,
field_177027_l,meta,2,
field_177028_m,name,2,
field_177030_k,META_LOOKUP,2,
field_177036_c,name,2,
field_177041_c,name,2,
field_177046_f,name,2,
field_177048_d,META_LOOKUP,2,
field_177049_e,meta,2,
field_177072_f,itemFrameModel,0,
field_177073_g,mapModel,0,
field_177074_h,itemRenderer,0,
field_177079_e,random,0,
field_177080_a,itemRenderer,0,
field_177083_e,itemRenderer,0,
field_177084_a,item,0,
field_177095_g,brightnessBuffer,0,
field_177096_e,TEXTURE_BRIGHTNESS,0,
field_177097_h,layerRenderers,0,
field_177103_a,TEXTURE_ARMOR_STAND,0,"A constant instance of the armor stand texture, wrapped inside a ResourceLocation wrapper."
field_177108_a,ENDERMITE_TEXTURES,0,
field_177114_e,GUARDIAN_TEXTURE,0,
field_177116_j,GUARDIAN_ELDER_TEXTURE,0,
field_177117_k,GUARDIAN_BEAM_TEXTURE,0,
field_177118_j,DEFAULT_RES_LOC,0,
field_177120_j,ZOMBIE_PIGMAN_TEXTURE,0,
field_177126_e,WHITE,0,
field_177127_a,BROWN,0,
field_177128_n,TOAST,0,
field_177129_o,CAERBANNOG,0,
field_177130_l,SALT,0,
field_177131_m,WHITE_SPLOTCHED,0,
field_177132_j,BLACK,0,
field_177133_k,GOLD,0,
field_177140_a,smallArms,0,this field is used to indicate the 3-pixel wide arms
field_177144_a,witchRenderer,0,
field_177146_b,wolfRenderer,0,
field_177147_a,WOLF_COLLAR,0,
field_177149_b,spiderRenderer,0,
field_177150_a,SPIDER_EYES,0,
field_177152_a,snowManRenderer,0,
field_177154_a,ironGolemRenderer,0,
field_177156_b,pigRenderer,0,
field_177157_c,pigModel,0,
field_177158_a,TEXTURE,0,
field_177160_b,slimeModel,0,
field_177161_a,slimeRenderer,0,
field_177163_b,sheepRenderer,0,
field_177164_c,sheepModel,0,
field_177165_a,TEXTURE,0,
field_177167_a,playerRenderer,0,
field_177168_a,renderer,0,
field_177170_b,creeperRenderer,0,
field_177171_c,creeperModel,0,
field_177172_a,LIGHTNING_TEXTURE,0,
field_177174_a,endermanRenderer,0,
field_177184_f,colorR,0,
field_177185_g,colorG,0,
field_177186_d,modelArmor,0,
field_177187_e,alpha,0,
field_177188_b,ENCHANTED_ITEM_GLINT_RES,0,
field_177189_c,modelLeggings,0,
field_177190_a,renderer,0,
field_177191_j,ARMOR_TEXTURE_RES_MAP,0,
field_177192_h,colorB,0,
field_177193_i,skipRenderGlint,0,
field_177202_b,endermanRenderer,0,
field_177203_a,RES_ENDERMAN_EYES,0,
field_177205_a,mooshroomRenderer,0,
field_177206_a,livingEntityRenderer,0,
field_177208_a,playerRenderer,0,
field_177209_a,modelRenderer,0,
field_177211_b,dragonRenderer,0,
field_177212_a,TEXTURE,0,
field_177215_b,witherRenderer,0,
field_177216_c,witherModel,0,
field_177217_a,WITHER_ARMOR,0,
field_177220_e,interpolate,0,
field_177233_b,MAP_ENTRY_TO_STRING,2,
field_177234_a,COMMA_JOINER,2,
field_177237_b,properties,2,Maps properties to their respective current value
field_177238_c,propertyValueTable,2,"Lookup-table for IBlockState instances. This is a Table<Property, Value, State>."
field_177239_a,block,2,
field_177242_b,resourcePackName,0,
field_177246_b,LOGGER,0,
field_177256_f,toDestroy,2,This is a List<BlockPos> of blocks that will be destroyed when a piston attempts to move them.
field_177257_d,moveDirection,2,
field_177258_e,toMove,2,This is a List<BlockPos> of all blocks that will be moved by the piston.
field_177259_b,pistonPos,2,
field_177260_c,blockToMove,2,
field_177261_a,world,2,
field_177265_b,height,2,
field_177266_a,colors,2,RGB (0 to 1.0) colors of this beam segment
field_177320_c,LOGGER,0,
field_177321_h,lock,0,
field_177322_i,downloadingPacks,0,ResourcesPack currently beeing downloaded
field_177328_b,message,0,
field_177329_c,isClosed,0,
field_177330_a,inputStream,0,
field_177336_b,TEXTURE_ALEX,0,The default skin for the Alex model.
field_177337_a,TEXTURE_STEVE,0,The default skin for the Steve model.
field_177351_f,uvOffsetsById,0,
field_177352_g,normalElementOffset,0,
field_177353_d,nextOffset,0,The next available offset in this vertex format
field_177354_e,colorElementOffset,0,
field_177355_b,elements,0,
field_177356_c,offsets,0,
field_177357_a,LOGGER,0,
field_177363_b,vertexFormat,0,
field_177364_c,count,0,
field_177365_a,glBufferId,0,
field_177377_d,index,0,
field_177378_e,elementCount,0,
field_177379_b,type,0,
field_177380_c,usage,0,
field_177381_a,LOGGER,0,
field_177392_h,displayName,0,
field_177405_j,glConstant,0,
field_177407_h,size,0,
field_177408_i,displayName,0,
field_177447_w,tileEntityPosQueue,2,"""queue containing the BlockPos of tile entities queued for creation"""
field_177454_f,uuidToPlayerMap,2,A map containing the key-value pairs for UUIDs and their EntityPlayerMP objects.
field_177462_b,GRID_WIDTH,2,
field_177463_c,world,2,
field_177464_a,ALL_VALID_STATES,2,A list of all valid block states.
field_177465_A,redMushroomFeature,2,
field_177467_w,quartzGen,2,
field_177468_v,hellPortalGen,2,
field_177469_u,lightGemGen,2,
field_177470_t,fireFeature,2,
field_177471_z,brownMushroomFeature,2,
field_177472_y,hellSpringGen,2,
field_177473_x,lavaTrapGen,2,
field_177488_d,data,2,
field_177511_d,tileEntity,2,
field_177512_e,tileEntityInitialized,2,
field_177513_b,pos,2,
field_177514_c,state,2,
field_177515_a,world,2,
field_177519_c,variant,0,
field_177542_u,quartersY,0,
field_177543_t,quartersX,0,
field_177544_s,matrix4d,0,
field_177545_r,combinedXY,0,
field_177546_q,MAP_ROTATIONS,0,
field_177557_a,cameraTransforms,0,
field_177558_f,cameraTransforms,0,
field_177559_d,gui3d,0,
field_177560_e,texture,0,
field_177561_b,faceQuads,0,
field_177562_c,ambientOcclusion,0,
field_177563_a,generalQuads,0,
field_177565_b,models,0,
field_177566_c,baseModel,0,
field_177567_a,totalWeight,0,
field_177598_f,resourceManager,0,
field_177599_g,sprites,0,
field_177600_d,BUILT_IN_MODELS,0,
field_177601_e,JOINER,0,
field_177602_b,LOCATIONS_BUILTIN_TEXTURES,0,
field_177603_c,LOGGER,0,
field_177604_a,MODEL_MISSING,0,
field_177605_n,bakedRegistry,0,
field_177606_o,MODEL_GENERATED,0,
field_177607_l,faceBakery,0,
field_177608_m,itemModelGenerator,0,
field_177609_j,textureMap,0,
field_177610_k,blockModelShapes,0,
field_177611_h,models,0,
field_177612_i,variants,0,
field_177613_u,variantNames,0,
field_177614_t,blockDefinitions,0,
field_177615_s,itemLocations,0,
field_177616_r,MODEL_ENTITY,0,
field_177624_d,properties,2,
field_177625_e,validStates,2,
field_177626_b,GET_NAME_FUNC,2,Function that converts a Property into it's name.
field_177627_c,block,2,
field_177640_b,propertyPredicates,2,
field_177641_a,blockstate,2,
field_177644_a,block,2,
field_177651_f,builderCameraTransforms,0,
field_177652_d,builderTexture,0,
field_177653_e,builderGui3d,0,
field_177654_b,builderFaceQuads,0,
field_177655_c,builderAmbientOcclusion,0,
field_177656_a,builderGeneralQuads,0,
field_177663_d,aisleHeight,2,
field_177664_e,rowWidth,2,
field_177665_b,depth,2,
field_177666_c,symbolMap,2,
field_177667_a,COMMA_JOIN,2,
field_177671_d,lcache,2,
field_177672_b,forwards,2,
field_177673_c,up,2,
field_177674_a,frontTopLeft,2,
field_177678_a,listItems,0,
field_177680_a,world,2,
field_177686_d,palmLength,2,
field_177687_b,fingerLength,2,
field_177688_c,thumbLength,2,
field_177689_a,blockMatches,2,
field_177703_b,name,2,
field_177704_a,valueClass,2,
field_177710_b,nameToValue,2,Map of names to Enum values
field_177711_a,allowedValues,2,
field_177717_a,allowedValues,2,
field_177720_a,allowedValues,2,
field_177752_f,endTime,2,
field_177753_g,startTime,2,
field_177754_d,startDiameter,2,
field_177755_e,endDiameter,2,
field_177756_b,centerX,2,
field_177757_c,centerZ,2,
field_177758_a,listeners,2,
field_177759_l,warningDistance,2,
field_177760_j,damageBuffer,2,
field_177761_k,warningTime,2,
field_177762_h,worldSize,2,
field_177763_i,damageAmount,2,
field_177767_d,id,2,
field_177777_D,lavaLakeChance,2,
field_177778_E,useLavaOceans,2,
field_177779_F,fixedBiome,2,
field_177780_G,biomeSize,2,
field_177781_A,useWaterLakes,2,
field_177782_B,waterLakeChance,2,
field_177783_C,useLavaLakes,2,
field_177784_L,dirtMaxHeight,2,
field_177785_M,gravelSize,2,
field_177786_N,gravelCount,2,
field_177787_O,gravelMinHeight,2,
field_177788_H,riverSize,2,
field_177789_I,dirtSize,2,
field_177790_J,dirtCount,2,
field_177791_K,dirtMinHeight,2,
field_177792_U,dioriteSize,2,
field_177793_T,graniteMaxHeight,2,
field_177794_W,dioriteMinHeight,2,
field_177795_V,dioriteCount,2,
field_177796_Q,graniteSize,2,
field_177797_P,gravelMaxHeight,2,
field_177798_S,graniteMinHeight,2,
field_177799_R,graniteCount,2,
field_177800_Y,andesiteSize,2,
field_177801_X,dioriteMaxHeight,2,
field_177802_Z,andesiteCount,2,
field_177803_f,depthNoiseScaleZ,2,
field_177804_g,depthNoiseScaleExponent,2,
field_177805_az,lapisSpread,2,
field_177806_d,lowerLimitScale,2,
field_177807_ay,lapisCenterHeight,2,
field_177808_e,depthNoiseScaleX,2,
field_177809_b,heightScale,2,
field_177810_c,upperLimitScale,2,
field_177811_a,coordinateScale,2,
field_177812_at,diamondCount,2,
field_177813_n,biomeDepthOffSet,2,
field_177814_as,diamondSize,2,
field_177815_o,biomeScaleWeight,2,
field_177816_ar,redstoneMaxHeight,2,
field_177817_l,stretchY,2,
field_177818_aq,redstoneMinHeight,2,
field_177819_m,biomeDepthWeight,2,
field_177820_ax,lapisCount,2,
field_177821_j,mainNoiseScaleZ,2,
field_177822_aw,lapisSize,2,
field_177823_k,baseSize,2,
field_177824_av,diamondMaxHeight,2,
field_177825_h,mainNoiseScaleX,2,
field_177826_au,diamondMinHeight,2,
field_177827_i,mainNoiseScaleY,2,
field_177828_ak,goldSize,2,
field_177829_w,useMineShafts,2,
field_177830_al,goldCount,2,
field_177831_v,useVillages,2,
field_177832_ai,ironMinHeight,2,
field_177833_u,useStrongholds,2,
field_177834_aj,ironMaxHeight,2,
field_177835_t,dungeonChance,2,
field_177836_ao,redstoneSize,2,
field_177837_s,useDungeons,2,
field_177838_ap,redstoneCount,2,
field_177839_r,useCaves,2,
field_177840_am,goldMinHeight,2,
field_177841_q,seaLevel,2,
field_177842_an,goldMaxHeight,2,
field_177843_p,biomeScaleOffset,2,
field_177844_ac,coalSize,2,
field_177845_ad,coalCount,2,
field_177846_aa,andesiteMinHeight,2,
field_177847_ab,andesiteMaxHeight,2,
field_177848_ag,ironSize,2,
field_177849_ah,ironCount,2,
field_177850_z,useRavines,2,
field_177851_ae,coalMinHeight,2,
